Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Cyprus,Vegetables,Offline,C,7/2/2020,727997720.0,9558.0,167.61,98.93,1602016.38,945572.94,656443.44
Middle East and North Africa,Afghanistan,Baby Food,Online,C,5/29/2019,409236705.0,1090.0,279.84,174.76,305025.6,190488.4,114537.2
Europe,Moldova ,Personal Care,Online,M,3/11/2019,467045819.0,8092.0,88.84,61.6,718893.28,498467.2,220426.08
Europe,Kosovo,Cosmetics,Offline,C,11/1/2018,813973891.0,1818.0,419.34,252.57,762360.12,459172.26,303187.86
Middle East and North Africa,Egypt,Household,Online,M,5/22/2018,982882249.0,5554.0,713.1,536.25,3960557.4,2978332.5,982224.9
Europe,Albania,Cosmetics,Offline,L,9/30/2022,576944720.0,9619.0,465.35,280.28,4476201.65,2696013.32,1780188.33
Asia,Singapore,Vegetables,Offline,C,9/25/2022,619647634.0,6360.0,147.2,86.88,936192.0,552556.8,383635.2
Europe,Portugal,Baby Food,Online,L,8/3/2023,404789817.0,5157.0,271.86,169.77,1401982.02,875503.89,526478.13
Asia,India,Snacks,Offline,M,1/16/2016,646482598.0,7422.0,141.5,90.37,1050213.0,670726.14,379486.86
North America,Sudan,Meat,Online,C,11/1/2022,329149806.0,1597.0,397.98,344.02,635574.06,549399.94,86174.12
Australia and Oceania,Vanuatu,Office Supplies,Offline,M,11/25/2023,757527768.0,8155.0,618.24,498.38,5041747.2,4064288.9,977458.3
North America,Democratic Republic of the Congo,Cosmetics,Online,C,9/24/2020,606665313.0,4602.0,444.24,267.57,2044392.48,1231357.14,813035.34
Europe,Bosnia and Herzegovina,Baby Food,Online,C,4/30/2020,871923768.0,474.0,236.58,147.74,112138.92,70028.76,42110.16
Europe,Kosovo,Vegetables,Offline,C,12/18/2018,818976962.0,2337.0,151.37,89.34,353751.69,208787.58,144964.11
Europe,Switzerland,Cosmetics,Online,C,7/20/2021,233811223.0,8792.0,418.06,251.8,3675583.52,2213825.6,1461757.92
Central America and the Caribbean,Cuba,Beverages,Offline,L,2/16/2021,772725379.0,5466.0,49.88,33.42,272644.08,182673.72,89970.36
Europe,Lithuania,Office Supplies,Offline,C,12/15/2022,112330758.0,22.0,643.16,518.47,14149.52,11406.34,2743.18
Middle East and North Africa,Lebanon,Clothes,Online,M,12/28/2017,499551188.0,7153.0,109.51,35.92,783325.03,256935.76,526389.27
Asia,North Korea,Clothes,Online,M,5/28/2019,201622998.0,3581.0,107.81,35.36,386067.61,126624.16,259443.45
Europe,Montenegro,Office Supplies,Offline,H,7/2/2020,256095016.0,3061.0,699.12,563.58,2140006.32,1725118.38,414887.94
North America,Eritrea,Fruits,Offline,M,3/21/2021,420828568.0,1380.0,9.73,7.21,13427.4,9949.8,3477.6
North America,Democratic Republic of the Congo,Cereal,Online,L,3/17/2019,523997485.0,1355.0,197.33,112.34,267382.15,152220.7,115161.45
Asia,India,Office Supplies,Online,C,4/30/2016,914088094.0,7835.0,641.44,517.08,5025682.4,4051321.8,974360.6
North America,Republic of the Congo,Snacks,Online,M,9/16/2019,209899222.0,2699.0,154.99,98.98,418318.01,267147.02,151170.99
North America,Comoros,Clothes,Offline,M,5/30/2020,250542199.0,9859.0,117.99,38.7,1163263.41,381543.3,781720.11
Europe,France,Meat,Online,L,11/28/2023,245440852.0,257.0,421.9,364.7,108428.3,93727.9,14700.4
North America,Rwanda,Vegetables,Online,L,3/7/2023,824331510.0,6867.0,141.08,83.27,968796.36,571815.09,396981.27
North America,Malawi,Meat,Online,M,1/15/2020,887263000.0,9693.0,397.31,343.45,3851125.83,3329060.85,522064.98
North America,Cote d'Ivoire,Cereal,Offline,H,5/22/2023,754596650.0,772.0,200.03,113.88,154423.16,87915.36,66507.8
Europe,Spain,Fruits,Online,H,10/22/2017,817006289.0,9172.0,9.88,7.33,90619.36,67230.76,23388.6
North America,Uganda,Clothes,Offline,H,2/8/2018,185478246.0,5989.0,109.01,35.75,652860.89,214106.75,438754.14
Asia,Taiwan,Personal Care,Offline,C,10/16/2020,741311347.0,9356.0,80.44,55.77,752596.64,521784.12,230812.52
Middle East and North Africa,Israel,Personal Care,Offline,M,11/14/2017,386116921.0,9432.0,81.65,56.61,770122.8,533945.52,236177.28
Central America and the Caribbean,Costa Rica,Meat,Offline,L,5/3/2023,691818797.0,3411.0,421.9,364.7,1439100.9,1243991.7,195109.2
Central America and the Caribbean,Honduras,Snacks,Online,C,7/16/2023,150653302.0,515.0,167.26,106.82,86138.9,55012.3,31126.6
Asia,South Korea,Vegetables,Offline,M,4/1/2023,925169265.0,7000.0,141.08,83.27,987560.0,582890.0,404670.0
Europe,Sweden,Vegetables,Online,H,9/20/2016,298228013.0,1151.0,148.02,87.37,170371.02,100562.87,69808.15
Australia and Oceania,Tonga,Office Supplies,Online,L,8/24/2016,123003375.0,8287.0,641.44,517.08,5315613.28,4285041.96,1030571.32
Europe,Latvia,Snacks,Online,C,3/15/2021,972981679.0,5755.0,142.54,91.03,820317.7,523877.65,296440.05
Asia,Indonesia,Beverages,Online,M,9/12/2020,791961753.0,7937.0,48.74,32.65,386849.38,259143.05,127706.33
Asia,Myanmar,Household,Online,C,3/25/2017,744054925.0,1242.0,718.44,540.27,892302.48,671015.34,221287.14
Asia,Turkmenistan,Office Supplies,Offline,L,3/3/2018,263685023.0,9113.0,601.4,484.81,5480558.2,4418073.53,1062484.67
Central America and the Caribbean,Panama,Baby Food,Online,H,5/19/2022,205588376.0,7024.0,257.74,160.95,1810365.76,1130512.8,679852.96
Europe,Norway,Personal Care,Offline,M,6/8/2018,594813811.0,7480.0,83.41,57.84,623906.8,432643.2,191263.6
Europe,Estonia,Clothes,Online,H,9/8/2018,176722657.0,5016.0,109.01,35.75,546794.16,179322.0,367472.16
Europe,Malta,Personal Care,Offline,M,8/16/2017,466988742.0,1201.0,81.65,56.61,98061.65,67988.61,30073.04
North America,Eritrea,Personal Care,Offline,L,5/14/2018,801598393.0,9633.0,83.41,57.84,803488.53,557172.72,246315.81
North America,Republic of the Congo,Meat,Offline,M,4/28/2023,586850440.0,941.0,421.9,364.7,397007.9,343182.7,53825.2
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,H,5/21/2020,649356210.0,7787.0,165.45,105.66,1288359.15,822774.42,465584.73
Middle East and North Africa,Yemen,Cereal,Offline,H,11/15/2023,986039531.0,9864.0,200.03,113.88,1973095.92,1123312.32,849783.6
Asia,Turkmenistan,Household,Offline,H,1/10/2018,314136731.0,8894.0,713.1,536.25,6342311.4,4769407.5,1572903.9
Middle East and North Africa,Somalia,Beverages,Offline,H,1/28/2023,121196639.0,3634.0,43.24,28.97,157134.16,105276.98,51857.18
Europe,Portugal,Cereal,Online,C,8/11/2023,615080583.0,4868.0,200.03,113.88,973746.04,554367.84,419378.2
Asia,Kyrgyzstan,Fruits,Offline,L,8/19/2022,273962390.0,414.0,9.98,7.4,4131.72,3063.6,1068.12
Middle East and North Africa,Lebanon,Personal Care,Offline,H,8/22/2020,796328389.0,121.0,80.44,55.77,9733.24,6748.17,2985.07
Europe,Macedonia,Cosmetics,Online,C,12/26/2016,350977408.0,869.0,447.9,269.77,389225.1,234430.13,154794.97
Middle East and North Africa,Algeria,Clothes,Offline,M,8/27/2023,327020776.0,1570.0,119.17,39.08,187096.9,61355.6,125741.3
Middle East and North Africa,Qatar,Vegetables,Online,H,3/11/2019,383882319.0,8164.0,158.59,93.61,1294728.76,764232.04,530496.72
Europe,Greece,Personal Care,Offline,M,12/8/2017,701298367.0,8626.0,81.65,56.61,704312.9,488317.86,215995.04
North America,Benin,Fruits,Online,M,6/27/2021,629317748.0,7961.0,9.73,7.21,77460.53,57398.81,20061.72
Asia,Uzbekistan,Baby Food,Offline,C,10/21/2019,938301789.0,3205.0,279.84,174.76,896887.2,560105.8,336781.4
Middle East and North Africa,Azerbaijan,Vegetables,Online,L,6/1/2018,668924319.0,8426.0,151.37,89.34,1275443.62,752778.84,522664.78
Asia,Cambodia,Clothes,Online,C,10/8/2016,282171666.0,9721.0,107.69,35.32,1046854.49,343345.72,703508.77
Europe,Italy,Personal Care,Online,C,2/25/2017,309342658.0,222.0,81.65,56.61,18126.3,12567.42,5558.88
North America,Mauritius ,Cosmetics,Online,H,12/5/2022,902048623.0,5088.0,465.35,280.28,2367700.8,1426064.64,941636.16
Middle East and North Africa,Yemen,Clothes,Online,H,8/6/2019,482213389.0,6513.0,107.81,35.36,702166.53,230299.68,471866.85
Central America and the Caribbean,Cuba,Vegetables,Offline,C,6/7/2016,692073285.0,8719.0,148.02,87.37,1290586.38,761779.03,528807.35
Australia and Oceania,Tonga,Fruits,Online,L,12/27/2019,544177138.0,2963.0,9.06,6.72,26844.78,19911.36,6933.42
Central America and the Caribbean,Guatemala,Vegetables,Online,M,9/28/2022,471386277.0,2530.0,147.2,86.88,372416.0,219806.4,152609.6
Australia and Oceania,New Zealand,Personal Care,Online,L,1/8/2022,976874530.0,7737.0,89.69,62.19,693931.53,481164.03,212767.5
Europe,Norway,Household,Offline,M,3/20/2016,384128224.0,933.0,725.57,545.63,676956.81,509072.79,167884.02
North America,South Africa,Personal Care,Online,H,2/21/2016,686946189.0,1498.0,82.74,57.37,123944.52,85940.26,38004.26
North America,Zambia,Snacks,Offline,M,7/14/2018,799439752.0,843.0,163.56,104.45,137881.08,88051.35,49829.73
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Online,M,5/29/2017,606032741.0,7410.0,200.77,114.3,1487705.7,846963.0,640742.7
Asia,Indonesia,Beverages,Offline,H,12/25/2022,511461484.0,1674.0,48.07,32.2,80469.18,53902.8,26566.38
Europe,Netherlands,Household,Offline,C,1/17/2020,990774810.0,1138.0,660.77,496.9,751956.26,565472.2,186484.06
Asia,Thailand,Snacks,Offline,M,3/2/2017,339334046.0,5340.0,139.94,89.37,747279.6,477235.8,270043.8
North America,Republic of the Congo,Personal Care,Offline,C,3/10/2020,522813022.0,846.0,80.44,55.77,68052.24,47181.42,20870.82
North America,Equatorial Guinea,Fruits,Offline,M,11/17/2020,427198064.0,6255.0,9.38,6.96,58671.9,43534.8,15137.1
Asia,Tajikistan,Beverages,Offline,C,6/3/2021,808788001.0,7197.0,49.88,33.42,358986.36,240523.74,118462.62
North America,Botswana,Meat,Offline,L,12/7/2017,244194161.0,1334.0,436.35,377.19,582090.9,503171.46,78919.44
Central America and the Caribbean,Dominican Republic,Fruits,Offline,L,2/1/2022,980340373.0,3357.0,9.98,7.4,33502.86,24841.8,8661.06
Australia and Oceania,Samoa ,Beverages,Online,M,10/6/2016,384462964.0,9990.0,43.95,29.44,439060.5,294105.6,144954.9
Europe,Belgium,Vegetables,Offline,C,12/26/2017,394110763.0,4988.0,157.9,93.19,787605.2,464831.72,322773.48
Australia and Oceania,Federated States of Micronesia,Cosmetics,Online,L,2/12/2020,767145097.0,4137.0,444.24,267.57,1837820.88,1106937.09,730883.79
North America,Botswana,Fruits,Online,L,5/21/2022,431739795.0,254.0,9.98,7.4,2534.92,1879.6,655.32
Asia,Vietnam,Cereal,Online,L,7/2/2017,636381185.0,8189.0,200.77,114.3,1644105.53,936002.7,708102.83
Europe,Kosovo,Fruits,Online,C,3/2/2018,899868094.0,9821.0,8.73,6.47,85737.33,63541.87,22195.46
Europe,Germany,Baby Food,Offline,L,1/6/2021,361311852.0,9061.0,230.66,144.04,2090010.26,1305146.44,784863.82
Europe,Hungary,Beverages,Online,L,5/20/2020,930136287.0,6852.0,48.74,32.65,333966.48,223717.8,110248.68
Central America and the Caribbean,Saint Lucia,Cereal,Online,L,5/19/2022,536077725.0,6167.0,213.22,121.39,1314927.74,748612.13,566315.61
North America,Madagascar,Snacks,Online,M,4/6/2021,779184997.0,7011.0,142.54,91.03,999347.94,638211.33,361136.61
Europe,Bulgaria,Cosmetics,Online,C,5/5/2018,179819428.0,1420.0,419.34,252.57,595462.8,358649.4,236813.4
Asia,Myanmar,Vegetables,Online,H,12/7/2022,928654849.0,8461.0,147.2,86.88,1245459.2,735091.68,510367.52
North America,Togo,Baby Food,Offline,H,2/14/2021,336677587.0,9234.0,230.66,144.04,2129914.44,1330065.36,799849.08
Australia and Oceania,Australia,Vegetables,Online,C,6/2/2017,285186469.0,1869.0,157.9,93.19,295115.1,174172.11,120942.99
Middle East and North Africa,Morocco,Baby Food,Offline,M,7/15/2020,475792825.0,6525.0,236.58,147.74,1543684.5,964003.5,579681.0
Middle East and North Africa,Qatar,Clothes,Offline,L,10/6/2023,680420482.0,396.0,119.17,39.08,47191.32,15475.68,31715.64
Europe,Bosnia and Herzegovina,Fruits,Online,H,1/5/2019,291305768.0,2705.0,9.06,6.72,24507.3,18177.6,6329.7
Middle East and North Africa,Iraq,Baby Food,Offline,L,8/19/2022,570997512.0,9707.0,257.74,160.95,2501882.18,1562341.65,939540.53
Europe,Russia,Personal Care,Online,L,4/24/2023,602357041.0,9689.0,88.17,61.14,854279.13,592385.46,261893.67
Middle East and North Africa,Lebanon,Meat,Online,M,2/26/2016,438558185.0,7967.0,452.67,391.29,3606421.89,3117407.43,489014.46
Europe,Albania,Snacks,Online,H,12/2/2016,653087270.0,1891.0,141.5,90.37,267576.5,170889.67,96686.83
Australia and Oceania,Samoa ,Cereal,Offline,C,1/23/2021,989743125.0,5840.0,204.35,116.34,1193404.0,679425.6,513978.4
Europe,Slovenia,Fruits,Offline,M,12/15/2019,812637078.0,6225.0,9.06,6.72,56398.5,41832.0,14566.5
Europe,Macedonia,Personal Care,Online,L,7/19/2020,456192958.0,6489.0,80.44,55.77,521975.16,361891.53,160083.63
Middle East and North Africa,Lebanon,Cereal,Online,L,2/17/2016,775147092.0,2105.0,201.4,114.66,423947.0,241359.3,182587.7
North America,Comoros,Household,Offline,M,12/28/2017,894548308.0,5578.0,718.44,540.27,4007458.32,3013626.06,993832.26
North America,Cameroon,Cosmetics,Offline,H,5/3/2021,459757936.0,1445.0,418.06,251.8,604096.7,363851.0,240245.7
Europe,Albania,Meat,Offline,H,1/31/2019,986449801.0,1272.0,394.44,340.96,501727.68,433701.12,68026.56
Europe,Sweden,Cosmetics,Online,L,7/3/2021,910610234.0,8659.0,418.06,251.8,3619981.54,2180336.2,1439645.34
North America,Liberia,Cereal,Offline,H,11/8/2023,538538062.0,4235.0,200.03,113.88,847127.05,482281.8,364845.25
Europe,Norway,Meat,Online,M,3/3/2021,696844613.0,661.0,418.24,361.54,276456.64,238977.94,37478.7
Middle East and North Africa,Israel,Fruits,Online,H,8/18/2018,482453715.0,7630.0,8.73,6.47,66609.9,49366.1,17243.8
Central America and the Caribbean,Cuba,Office Supplies,Offline,L,3/11/2021,412601697.0,6866.0,681.53,549.4,4679384.98,3772180.4,907204.58
Central America and the Caribbean,Nicaragua,Meat,Offline,M,10/17/2018,174837386.0,7123.0,391.97,338.82,2792002.31,2413414.86,378587.45
Middle East and North Africa,Kuwait,Personal Care,Offline,L,9/29/2018,877022111.0,9187.0,83.41,57.84,766287.67,531376.08,234911.59
Sub-Saharan Africa,United States of America,Cereal,Offline,M,6/22/2018,997329699.0,876.0,212.12,120.77,185817.12,105794.52,80022.6
North America,Rwanda,Snacks,Offline,M,1/19/2022,434246480.0,2038.0,140.03,89.43,285381.14,182258.34,103122.8
Central America and the Caribbean,Jamaica,Cereal,Online,C,4/3/2021,956571280.0,9554.0,204.35,116.34,1952359.9,1111512.36,840847.54
Europe,Czech Republic,Personal Care,Online,M,12/4/2016,353415429.0,2334.0,82.74,57.37,193115.16,133901.58,59213.58
North America,Kenya,Vegetables,Online,H,11/27/2017,984202754.0,6321.0,157.9,93.19,998085.9,589053.99,409031.91
North America,Central African Republic,Beverages,Offline,H,5/16/2019,328669583.0,9488.0,47.12,31.57,447074.56,299536.16,147538.4
Middle East and North Africa,Jordan,Cosmetics,Offline,C,5/16/2019,436864745.0,6841.0,460.68,277.47,3151511.88,1898172.27,1253339.61
Middle East and North Africa,Tunisia ,Household,Offline,M,1/1/2017,279149568.0,5415.0,718.44,540.27,3890352.6,2925562.05,964790.55
Europe,Andorra,Cereal,Online,H,3/19/2016,696197879.0,9278.0,201.4,114.66,1868589.2,1063815.48,804773.72
Sub-Saharan Africa,United States of America,Household,Offline,M,1/9/2022,348996007.0,4529.0,685.69,515.64,3105490.01,2335333.56,770156.45
North America,Cote d'Ivoire,Beverages,Offline,L,8/3/2023,668842780.0,4297.0,43.24,28.97,185802.28,124484.09,61318.19
Europe,Iceland,Cosmetics,Online,C,4/5/2018,907349526.0,3743.0,419.34,252.57,1569589.62,945369.51,624220.11
Europe,Poland,Personal Care,Offline,C,4/5/2020,386440074.0,5060.0,80.44,55.77,407026.4,282196.2,124830.2
North America,Madagascar,Vegetables,Offline,C,9/19/2023,748350751.0,2472.0,141.08,83.27,348749.76,205843.44,142906.32
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Online,L,8/12/2023,105630385.0,7233.0,88.17,61.14,637733.61,442225.62,195507.99
Asia,Sri Lanka,Cosmetics,Offline,L,12/30/2019,691140305.0,2630.0,460.68,277.47,1211588.4,729746.1,481842.3
North America,Comoros,Cosmetics,Offline,H,10/8/2023,308054339.0,8980.0,399.45,240.59,3587061.0,2160498.2,1426562.8
North America,Senegal,Fruits,Offline,H,9/29/2017,879858815.0,8631.0,9.88,7.33,85274.28,63265.23,22009.05
Europe,Finland,Vegetables,Online,H,9/28/2018,800352561.0,963.0,151.37,89.34,145769.31,86034.42,59734.89
North America,Sao Tome and Principe,Baby Food,Online,L,7/1/2023,783646905.0,7388.0,271.86,169.77,2008501.68,1254260.76,754240.92
Europe,Poland,Beverages,Offline,C,1/8/2020,714165675.0,6348.0,48.74,32.65,309401.52,207262.2,102139.32
Asia,Turkmenistan,Meat,Offline,H,12/20/2016,996645200.0,8317.0,452.67,391.29,3764856.39,3254358.93,510497.46
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,M,11/2/2019,306134307.0,799.0,640.48,516.31,511743.52,412531.69,99211.83
Asia,Brunei,Snacks,Offline,M,1/20/2022,537994325.0,3331.0,140.03,89.43,466439.93,297891.33,168548.6
Asia,Philippines,Cereal,Online,M,11/20/2023,957899081.0,2480.0,200.03,113.88,496074.4,282422.4,213652.0
Asia,India,Office Supplies,Online,M,9/4/2018,451834905.0,6844.0,601.4,484.81,4115981.6,3318039.64,797941.96
North America,Cote d'Ivoire,Baby Food,Online,H,8/13/2016,676100623.0,2054.0,250.04,156.15,513582.16,320732.1,192850.06
Australia and Oceania,Vanuatu,Snacks,Offline,M,12/15/2020,207307565.0,5770.0,165.45,105.66,954646.5,609658.2,344988.3
Asia,Japan,Baby Food,Offline,H,1/29/2019,392379558.0,2685.0,279.84,174.76,751370.4,469230.6,282139.8
Australia and Oceania,Nauru,Cosmetics,Online,M,3/1/2022,398552930.0,9524.0,465.35,280.28,4431993.4,2669386.72,1762606.68
Middle East and North Africa,Pakistan,Office Supplies,Offline,L,7/6/2021,363376510.0,39.0,681.53,549.4,26579.67,21426.6,5153.07
Middle East and North Africa,Morocco,Vegetables,Offline,H,6/29/2017,944711625.0,18.0,157.9,93.19,2842.2,1677.42,1164.78
North America,Cameroon,Household,Online,C,6/18/2018,170732104.0,2279.0,713.1,536.25,1625154.9,1222113.75,403041.15
Europe,Croatia,Beverages,Offline,L,2/22/2019,189924275.0,1668.0,47.12,31.57,78596.16,52658.76,25937.4
Asia,Thailand,Clothes,Offline,L,2/6/2017,521086966.0,68.0,109.51,35.92,7446.68,2442.56,5004.12
Asia,Kyrgyzstan,Meat,Online,M,7/11/2018,303331506.0,1388.0,391.97,338.82,544054.36,470282.16,73772.2
Europe,Poland,Meat,Online,H,4/30/2019,546081721.0,6571.0,394.44,340.96,2591865.24,2240448.16,351417.08
Europe,Switzerland,Baby Food,Online,C,6/26/2016,979073941.0,8591.0,250.04,156.15,2148093.64,1341484.65,806608.99
North America,Sao Tome and Principe,Vegetables,Offline,L,5/21/2019,502356994.0,7453.0,158.59,93.61,1181971.27,697675.33,484295.94
Australia and Oceania,New Zealand,Meat,Online,H,5/7/2021,336292207.0,5192.0,418.24,361.54,2171502.08,1877115.68,294386.4
North America,Equatorial Guinea,Personal Care,Online,H,12/19/2020,871553409.0,876.0,80.44,55.77,70465.44,48854.52,21610.92
Australia and Oceania,New Zealand,Personal Care,Offline,H,1/16/2023,319126927.0,5604.0,88.17,61.14,494104.68,342628.56,151476.12
North America,Liberia,Vegetables,Online,H,2/2/2022,560311591.0,7506.0,147.2,86.88,1104883.2,652121.28,452761.92
Europe,Bosnia and Herzegovina,Personal Care,Offline,L,2/7/2016,396718728.0,6742.0,82.74,57.37,557833.08,386788.54,171044.54
Australia and Oceania,Marshall Islands,Fruits,Online,H,8/30/2022,500272166.0,506.0,9.98,7.4,5049.88,3744.4,1305.48
Asia,South Korea,Snacks,Online,L,12/18/2016,263208234.0,8020.0,141.5,90.37,1134830.0,724767.4,410062.6
Europe,Hungary,Beverages,Offline,M,12/3/2016,948075759.0,5540.0,43.95,29.44,243483.0,163097.6,80385.4
Europe,Sweden,Cereal,Offline,L,10/19/2018,737736070.0,1352.0,212.12,120.77,286786.24,163281.04,123505.2
Europe,Slovakia,Household,Offline,L,2/20/2016,585362994.0,773.0,725.57,545.63,560865.61,421771.99,139093.62
Middle East and North Africa,Morocco,Baby Food,Offline,M,9/7/2018,164442861.0,1152.0,262.74,164.08,302676.48,189020.16,113656.32
Australia and Oceania,Samoa ,Office Supplies,Online,M,4/29/2018,118774497.0,6868.0,601.4,484.81,4130415.2,3329675.08,800740.12
Australia and Oceania,Papua New Guinea,Baby Food,Online,M,2/26/2021,712469232.0,4333.0,230.66,144.04,999449.78,624125.32,375324.46
North America,Ghana,Baby Food,Offline,C,5/26/2021,479950892.0,6989.0,230.66,144.04,1612082.74,1006695.56,605387.18
North America,Niger,Vegetables,Online,H,12/4/2017,275955808.0,311.0,157.9,93.19,49106.9,28982.09,20124.81
Asia,India,Baby Food,Offline,M,1/7/2018,125532805.0,6802.0,262.74,164.08,1787157.48,1116072.16,671085.32
Asia,Philippines,Clothes,Online,C,11/20/2020,574043214.0,998.0,117.99,38.7,117754.02,38622.6,79131.42
